state_name,state_abbr,county_name,state_fips,county_fips
 Illinois,IL,Henderson County,17,071
 Illinois,IL,Jackson County,17,077
 Illinois,IL,Marion County,17,121
 Illinois,IL,Massac County,17,127
 Illinois,IL,Monroe County,17,133
 Illinois,IL,Moultrie County,17,139
 Illinois,IL,Peoria County,17,143
 Illinois,IL,Pike County,17,149
 Illinois,IL,Putnam County,17,155
 Illinois,IL,Rock Island County,17,161
 Illinois,IL,Saline County,17,165
 Illinois,IL,Scott County,17,171
 Illinois,IL,Stephenson County,17,177
 Illinois,IL,Vermilion County,17,183
 Illinois,IL,Washington County,17,189
 Illinois,IL,White County,17,193
 Illinois,IL,Williamson County,17,199
 Illinois,IL,Adams County,17,001
 Illinois,IL,Alexander County,17,003
 Illinois,IL,Bond County,17,005
 Illinois,IL,Boone County,17,007
 Illinois,IL,Brown County,17,009
 Illinois,IL,Bureau County,17,011
 Illinois,IL,Calhoun County,17,013
 Illinois,IL,Carroll County,17,015
 Illinois,IL,Cass County,17,017
 Illinois,IL,Champaign County,17,019
 Illinois,IL,Christian County,17,021
 Illinois,IL,Clark County,17,023
 Illinois,IL,Clay County,17,025
 Illinois,IL,Clinton County,17,027
 Illinois,IL,Coles County,17,029
 Illinois,IL,Cook County,17,031
 Illinois,IL,Crawford County,17,033
 Illinois,IL,Cumberland County,17,035
 Illinois,IL,DeKalb County,17,037
 Illinois,IL,De Witt County,17,039
 Illinois,IL,Douglas County,17,041
 Illinois,IL,DuPage County,17,043
 Illinois,IL,Edgar County,17,045
 Illinois,IL,Edwards County,17,047
 Illinois,IL,Effingham County,17,049
 Illinois,IL,Fayette County,17,051
 Illinois,IL,Ford County,17,053
 Illinois,IL,Franklin County,17,055
 Illinois,IL,Fulton County,17,057
 Illinois,IL,Gallatin County,17,059
 Illinois,IL,Greene County,17,061
 Illinois,IL,Grundy County,17,063
 Illinois,IL,Hamilton County,17,065
 Illinois,IL,Hancock County,17,067
 Illinois,IL,Hardin County,17,069
 Illinois,IL,Henderson County,17,071
 Illinois,IL,Henry County,17,073
 Illinois,IL,Iroquois County,17,075
 Illinois,IL,Jackson County,17,077
 Illinois,IL,Jasper County,17,079
 Illinois,IL,Jefferson County,17,081
 Illinois,IL,Jersey County,17,083
 Illinois,IL,Jo Daviess County,17,085
 Illinois,IL,Johnson County,17,087
 Illinois,IL,Kane County,17,089
 Illinois,IL,Kankakee County,17,091
 Illinois,IL,Kendall County,17,093
 Illinois,IL,Knox County,17,095
 Illinois,IL,Lake County,17,097
 Illinois,IL,LaSalle County,17,099
 Illinois,IL,Lawrence County,17,101
 Illinois,IL,Lee County,17,103
 Illinois,IL,Livingston County,17,105
 Illinois,IL,Logan County,17,107
 Illinois,IL,McDonough County,17,109
 Illinois,IL,McHenry County,17,111
 Illinois,IL,McLean County,17,113
 Illinois,IL,Macon County,17,115
 Illinois,IL,Macoupin County,17,117
 Illinois,IL,Madison County,17,119
 Illinois,IL,Marion County,17,121
 Illinois,IL,Marshall County,17,123
 Illinois,IL,Mason County,17,125
 Illinois,IL,Massac County,17,127
 Illinois,IL,Menard County,17,129
 Illinois,IL,Mercer County,17,131
 Illinois,IL,Monroe County,17,133
 Illinois,IL,Montgomery County,17,135
 Illinois,IL,Morgan County,17,137
 Illinois,IL,Moultrie County,17,139
 Illinois,IL,Ogle County,17,141
 Illinois,IL,Peoria County,17,143
 Illinois,IL,Perry County,17,145
 Illinois,IL,Piatt County,17,147
 Illinois,IL,Pike County,17,149
 Illinois,IL,Pope County,17,151
 Illinois,IL,Pulaski County,17,153
 Illinois,IL,Putnam County,17,155
 Illinois,IL,Randolph County,17,157
 Illinois,IL,Richland County,17,159
 Illinois,IL,Rock Island County,17,161
 Illinois,IL,St. Clair County,17,163
 Illinois,IL,Saline County,17,165
 Illinois,IL,Sangamon County,17,167
 Illinois,IL,Schuyler County,17,169
 Illinois,IL,Scott County,17,171
 Illinois,IL,Shelby County,17,173
 Illinois,IL,Stark County,17,175
 Illinois,IL,Stephenson County,17,177
 Illinois,IL,Tazewell County,17,179
 Illinois,IL,Union County,17,181
 Illinois,IL,Vermilion County,17,183
 Illinois,IL,Wabash County,17,185
 Illinois,IL,Warren County,17,187
 Illinois,IL,Washington County,17,189
 Illinois,IL,Wayne County,17,191
 Illinois,IL,White County,17,193
 Illinois,IL,Whiteside County,17,195
 Illinois,IL,Will County,17,197
 Illinois,IL,Williamson County,17,199
 Illinois,IL,Winnebago County,17,201
 Illinois,IL,Woodford County,17,203
 Illinois,IL,Adams County,17,001
 Illinois,IL,Alexander County,17,003
 Illinois,IL,Bond County,17,005
 Illinois,IL,Boone County,17,007
 Illinois,IL,Brown County,17,009
 Illinois,IL,Bureau County,17,011
 Illinois,IL,Calhoun County,17,013
 Illinois,IL,Carroll County,17,015
 Illinois,IL,Cass County,17,017
 Illinois,IL,Champaign County,17,019
 Illinois,IL,Christian County,17,021
 Illinois,IL,Clark County,17,023
 Illinois,IL,Clay County,17,025
 Illinois,IL,Clinton County,17,027
 Illinois,IL,Coles County,17,029
 Illinois,IL,Cook County,17,031
 Illinois,IL,Crawford County,17,033
 Illinois,IL,Cumberland County,17,035
 Illinois,IL,DeKalb County,17,037
 Illinois,IL,De Witt County,17,039
 Illinois,IL,Douglas County,17,041
 Illinois,IL,DuPage County,17,043
 Illinois,IL,Edgar County,17,045
 Illinois,IL,Edwards County,17,047
 Illinois,IL,Effingham County,17,049
 Illinois,IL,Fayette County,17,051
 Illinois,IL,Ford County,17,053
 Illinois,IL,Franklin County,17,055
 Illinois,IL,Fulton County,17,057
 Illinois,IL,Gallatin County,17,059
 Illinois,IL,Greene County,17,061
 Illinois,IL,Grundy County,17,063
 Illinois,IL,Hamilton County,17,065
 Illinois,IL,Hancock County,17,067
 Illinois,IL,Hardin County,17,069
 Illinois,IL,Henderson County,17,071
 Illinois,IL,Henry County,17,073
 Illinois,IL,Iroquois County,17,075
 Illinois,IL,Jackson County,17,077
 Illinois,IL,Jasper County,17,079
 Illinois,IL,Jefferson County,17,081
 Illinois,IL,Jersey County,17,083
 Illinois,IL,Jo Daviess County,17,085
 Illinois,IL,Johnson County,17,087
 Illinois,IL,Kane County,17,089
 Illinois,IL,Kankakee County,17,091
 Illinois,IL,Kendall County,17,093
 Illinois,IL,Knox County,17,095
 Illinois,IL,Lake County,17,097
 Illinois,IL,LaSalle County,17,099
 Illinois,IL,Lawrence County,17,101
 Illinois,IL,Lee County,17,103
 Illinois,IL,Livingston County,17,105
 Illinois,IL,Logan County,17,107
 Illinois,IL,McDonough County,17,109
 Illinois,IL,McHenry County,17,111
 Illinois,IL,McLean County,17,113
 Illinois,IL,Macon County,17,115
 Illinois,IL,Macoupin County,17,117
 Illinois,IL,Madison County,17,119
 Illinois,IL,Marion County,17,121
 Illinois,IL,Marshall County,17,123
 Illinois,IL,Mason County,17,125
 Illinois,IL,Massac County,17,127
 Illinois,IL,Menard County,17,129
 Illinois,IL,Mercer County,17,131
 Illinois,IL,Monroe County,17,133
 Illinois,IL,Montgomery County,17,135
 Illinois,IL,Morgan County,17,137
 Illinois,IL,Moultrie County,17,139
 Illinois,IL,Ogle County,17,141
 Illinois,IL,Peoria County,17,143
 Illinois,IL,Perry County,17,145
 Illinois,IL,Piatt County,17,147
 Illinois,IL,Pike County,17,149
 Illinois,IL,Pope County,17,151
 Illinois,IL,Pulaski County,17,153
 Illinois,IL,Putnam County,17,155
 Illinois,IL,Randolph County,17,157
 Illinois,IL,Richland County,17,159
 Illinois,IL,Rock Island County,17,161
 Illinois,IL,St. Clair County,17,163
 Illinois,IL,Saline County,17,165
 Illinois,IL,Sangamon County,17,167
 Illinois,IL,Schuyler County,17,169
 Illinois,IL,Scott County,17,171
 Illinois,IL,Shelby County,17,173
 Illinois,IL,Stark County,17,175
 Illinois,IL,Stephenson County,17,177
 Illinois,IL,Tazewell County,17,179
 Illinois,IL,Union County,17,181
 Illinois,IL,Vermilion County,17,183
 Illinois,IL,Wabash County,17,185
 Illinois,IL,Warren County,17,187
 Illinois,IL,Washington County,17,189
 Illinois,IL,Wayne County,17,191
 Illinois,IL,White County,17,193
 Illinois,IL,Whiteside County,17,195
 Illinois,IL,Will County,17,197
 Illinois,IL,Williamson County,17,199
 Illinois,IL,Winnebago County,17,201
 Illinois,IL,Woodford County,17,203
 Indiana,IN,Allen County,18,003
 Indiana,IN,Blackford County,18,009
 Indiana,IN,Carroll County,18,015
 Indiana,IN,Clay County,18,021
 Indiana,IN,Daviess County,18,027
 Indiana,IN,DeKalb County,18,033
 Indiana,IN,Elkhart County,18,039
 Indiana,IN,Kosciusko County,18,085
 Indiana,IN,LaPorte County,18,091
 Indiana,IN,Marion County,18,097
 Indiana,IN,Miami County,18,103
 Indiana,IN,Morgan County,18,109
 Indiana,IN,Ohio County,18,115
 Indiana,IN,Parke County,18,121
 Indiana,IN,Porter County,18,127
 Indiana,IN,Putnam County,18,133
 Indiana,IN,Rush County,18,139
 Indiana,IN,Scott County,18,143
 Indiana,IN,Starke County,18,149
 Indiana,IN,Switzerland County,18,155
 Indiana,IN,Union County,18,161
 Indiana,IN,Vigo County,18,167
 Indiana,IN,Warrick County,18,173
 Indiana,IN,Wells County,18,179
 Indiana,IN,Adams County,18,001
 Indiana,IN,Bartholomew County,18,005
 Indiana,IN,Benton County,18,007
 Indiana,IN,Boone County,18,011
 Indiana,IN,Brown County,18,013
 Indiana,IN,Cass County,18,017
 Indiana,IN,Clark County,18,019
 Indiana,IN,Clinton County,18,023
 Indiana,IN,Crawford County,18,025
 Indiana,IN,Dearborn County,18,029
 Indiana,IN,Decatur County,18,031
 Indiana,IN,Delaware County,18,035
 Indiana,IN,Dubois County,18,037
 Indiana,IN,Fayette County,18,041
 Indiana,IN,Floyd County,18,043
 Indiana,IN,Fountain County,18,045
 Indiana,IN,Franklin County,18,047
 Indiana,IN,Fulton County,18,049
 Indiana,IN,Gibson County,18,051
 Indiana,IN,Grant County,18,053
 Indiana,IN,Greene County,18,055
 Indiana,IN,Hamilton County,18,057
 Indiana,IN,Hancock County,18,059
 Indiana,IN,Harrison County,18,061
 Indiana,IN,Hendricks County,18,063
 Indiana,IN,Henry County,18,065
 Indiana,IN,Howard County,18,067
 Indiana,IN,Huntington County,18,069
 Indiana,IN,Jackson County,18,071
 Indiana,IN,Jasper County,18,073
 Indiana,IN,Jay County,18,075
 Indiana,IN,Jefferson County,18,077
 Indiana,IN,Jennings County,18,079
 Indiana,IN,Johnson County,18,081
 Indiana,IN,Knox County,18,083
 Indiana,IN,LaGrange County,18,087
 Indiana,IN,Lake County,18,089
 Indiana,IN,Lawrence County,18,093
 Indiana,IN,Madison County,18,095
 Indiana,IN,Marshall County,18,099
 Indiana,IN,Martin County,18,101
 Indiana,IN,Monroe County,18,105
 Indiana,IN,Montgomery County,18,107
 Indiana,IN,Newton County,18,111
 Indiana,IN,Noble County,18,113
 Indiana,IN,Orange County,18,117
 Indiana,IN,Owen County,18,119
 Indiana,IN,Perry County,18,123
 Indiana,IN,Pike County,18,125
 Indiana,IN,Posey County,18,129
 Indiana,IN,Pulaski County,18,131
 Indiana,IN,Randolph County,18,135
 Indiana,IN,Ripley County,18,137
 Indiana,IN,St. Joseph County,18,141
 Indiana,IN,Shelby County,18,145
 Indiana,IN,Spencer County,18,147
 Indiana,IN,Steuben County,18,151
 Indiana,IN,Sullivan County,18,153
 Indiana,IN,Tippecanoe County,18,157
 Indiana,IN,Tipton County,18,159
 Indiana,IN,Vanderburgh County,18,163
 Indiana,IN,Vermillion County,18,165
 Indiana,IN,Wabash County,18,169
 Indiana,IN,Warren County,18,171
 Indiana,IN,Washington County,18,175
 Indiana,IN,Wayne County,18,177
 Indiana,IN,White County,18,181
 Indiana,IN,Whitley County,18,183
 Indiana,IN,Adams County,18,001
 Indiana,IN,Allen County,18,003
 Indiana,IN,Bartholomew County,18,005
 Indiana,IN,Benton County,18,007
 Indiana,IN,Blackford County,18,009
 Indiana,IN,Boone County,18,011
 Indiana,IN,Brown County,18,013
 Indiana,IN,Carroll County,18,015
 Indiana,IN,Cass County,18,017
 Indiana,IN,Clark County,18,019
 Indiana,IN,Clay County,18,021
 Indiana,IN,Clinton County,18,023
 Indiana,IN,Crawford County,18,025
 Indiana,IN,Daviess County,18,027
 Indiana,IN,Dearborn County,18,029
 Indiana,IN,Decatur County,18,031
 Indiana,IN,DeKalb County,18,033
 Indiana,IN,Delaware County,18,035
 Indiana,IN,Dubois County,18,037
 Indiana,IN,Elkhart County,18,039
 Indiana,IN,Fayette County,18,041
 Indiana,IN,Floyd County,18,043
 Indiana,IN,Fountain County,18,045
 Indiana,IN,Franklin County,18,047
 Indiana,IN,Fulton County,18,049
 Indiana,IN,Gibson County,18,051
 Indiana,IN,Grant County,18,053
 Indiana,IN,Greene County,18,055
 Indiana,IN,Hamilton County,18,057
 Indiana,IN,Hancock County,18,059
 Indiana,IN,Harrison County,18,061
 Indiana,IN,Hendricks County,18,063
 Indiana,IN,Henry County,18,065
 Indiana,IN,Howard County,18,067
 Indiana,IN,Huntington County,18,069
 Indiana,IN,Jackson County,18,071
 Indiana,IN,Jasper County,18,073
 Indiana,IN,Jay County,18,075
 Indiana,IN,Jefferson County,18,077
 Indiana,IN,Jennings County,18,079
 Indiana,IN,Johnson County,18,081
 Indiana,IN,Knox County,18,083
 Indiana,IN,Kosciusko County,18,085
 Indiana,IN,LaGrange County,18,087
 Indiana,IN,Lake County,18,089
 Indiana,IN,LaPorte County,18,091
 Indiana,IN,Lawrence County,18,093
 Indiana,IN,Madison County,18,095
 Indiana,IN,Marion County,18,097
 Indiana,IN,Marshall County,18,099
 Indiana,IN,Martin County,18,101
 Indiana,IN,Miami County,18,103
 Indiana,IN,Monroe County,18,105
 Indiana,IN,Montgomery County,18,107
 Indiana,IN,Morgan County,18,109
 Indiana,IN,Newton County,18,111
 Indiana,IN,Noble County,18,113
 Indiana,IN,Ohio County,18,115
 Indiana,IN,Orange County,18,117
 Indiana,IN,Owen County,18,119
 Indiana,IN,Parke County,18,121
 Indiana,IN,Perry County,18,123
 Indiana,IN,Pike County,18,125
 Indiana,IN,Porter County,18,127
 Indiana,IN,Posey County,18,129
 Indiana,IN,Pulaski County,18,131
 Indiana,IN,Putnam County,18,133
 Indiana,IN,Randolph County,18,135
 Indiana,IN,Ripley County,18,137
 Indiana,IN,Rush County,18,139
 Indiana,IN,St. Joseph County,18,141
 Indiana,IN,Scott County,18,143
 Indiana,IN,Shelby County,18,145
 Indiana,IN,Spencer County,18,147
 Indiana,IN,Starke County,18,149
 Indiana,IN,Steuben County,18,151
 Indiana,IN,Sullivan County,18,153
 Indiana,IN,Switzerland County,18,155
 Indiana,IN,Tippecanoe County,18,157
 Indiana,IN,Tipton County,18,159
 Indiana,IN,Union County,18,161
 Indiana,IN,Vanderburgh County,18,163
 Indiana,IN,Vermillion County,18,165
 Indiana,IN,Vigo County,18,167
 Indiana,IN,Wabash County,18,169
 Indiana,IN,Warren County,18,171
 Indiana,IN,Warrick County,18,173
 Indiana,IN,Washington County,18,175
 Indiana,IN,Wayne County,18,177
 Indiana,IN,Wells County,18,179
 Indiana,IN,White County,18,181
 Indiana,IN,Whitley County,18,183
 Indiana,IN,Adams County,18,001
 Indiana,IN,Allen County,18,003
 Indiana,IN,Bartholomew County,18,005
 Indiana,IN,Benton County,18,007
 Indiana,IN,Blackford County,18,009
 Indiana,IN,Boone County,18,011
 Indiana,IN,Brown County,18,013
 Indiana,IN,Carroll County,18,015
 Indiana,IN,Cass County,18,017
 Indiana,IN,Clark County,18,019
 Indiana,IN,Clay County,18,021
 Indiana,IN,Clinton County,18,023
 Indiana,IN,Crawford County,18,025
 Indiana,IN,Daviess County,18,027
 Indiana,IN,Dearborn County,18,029
 Indiana,IN,Decatur County,18,031
 Indiana,IN,DeKalb County,18,033
 Indiana,IN,Delaware County,18,035
 Indiana,IN,Dubois County,18,037
 Indiana,IN,Elkhart County,18,039
 Indiana,IN,Fayette County,18,041
 Indiana,IN,Floyd County,18,043
 Indiana,IN,Fountain County,18,045
 Indiana,IN,Franklin County,18,047
 Indiana,IN,Fulton County,18,049
 Indiana,IN,Gibson County,18,051
 Indiana,IN,Grant County,18,053
 Indiana,IN,Greene County,18,055
 Indiana,IN,Hamilton County,18,057
 Indiana,IN,Hancock County,18,059
 Indiana,IN,Harrison County,18,061
 Indiana,IN,Hendricks County,18,063
 Indiana,IN,Henry County,18,065
 Indiana,IN,Howard County,18,067
 Indiana,IN,Huntington County,18,069
 Indiana,IN,Jackson County,18,071
 Indiana,IN,Jasper County,18,073
 Indiana,IN,Jay County,18,075
 Indiana,IN,Jefferson County,18,077
 Indiana,IN,Jennings County,18,079
 Indiana,IN,Johnson County,18,081
 Indiana,IN,Knox County,18,083
 Indiana,IN,Kosciusko County,18,085
 Indiana,IN,LaGrange County,18,087
 Indiana,IN,Lake County,18,089
 Indiana,IN,LaPorte County,18,091
 Indiana,IN,Lawrence County,18,093
 Indiana,IN,Madison County,18,095
 Indiana,IN,Marion County,18,097
 Indiana,IN,Marshall County,18,099
 Indiana,IN,Martin County,18,101
 Indiana,IN,Miami County,18,103
 Indiana,IN,Monroe County,18,105
 Indiana,IN,Montgomery County,18,107
 Indiana,IN,Morgan County,18,109
 Indiana,IN,Newton County,18,111
 Indiana,IN,Noble County,18,113
 Indiana,IN,Ohio County,18,115
 Indiana,IN,Orange County,18,117
 Indiana,IN,Owen County,18,119
 Indiana,IN,Parke County,18,121
 Indiana,IN,Perry County,18,123
 Indiana,IN,Pike County,18,125
 Indiana,IN,Porter County,18,127
 Indiana,IN,Posey County,18,129
 Indiana,IN,Pulaski County,18,131
 Indiana,IN,Putnam County,18,133
 Indiana,IN,Randolph County,18,135
 Indiana,IN,Ripley County,18,137
 Indiana,IN,Rush County,18,139
 Indiana,IN,St. Joseph County,18,141
 Indiana,IN,Scott County,18,143
 Indiana,IN,Shelby County,18,145
 Indiana,IN,Spencer County,18,147
 Indiana,IN,Starke County,18,149
 Indiana,IN,Steuben County,18,151
 Indiana,IN,Sullivan County,18,153
 Indiana,IN,Switzerland County,18,155
 Indiana,IN,Tippecanoe County,18,157
 Indiana,IN,Tipton County,18,159
 Indiana,IN,Union County,18,161
 Indiana,IN,Vanderburgh County,18,163
 Indiana,IN,Vermillion County,18,165
 Indiana,IN,Vigo County,18,167
 Indiana,IN,Wabash County,18,169
 Indiana,IN,Warren County,18,171
 Indiana,IN,Warrick County,18,173
 Indiana,IN,Washington County,18,175
 Indiana,IN,Wayne County,18,177
 Indiana,IN,Wells County,18,179
 Indiana,IN,White County,18,181
 Indiana,IN,Whitley County,18,183
 Iowa,IA,Adams County,19,003
 Iowa,IA,Allamakee County,19,005
 Iowa,IA,Audubon County,19,009
 Iowa,IA,Black Hawk County,19,013
 Iowa,IA,Boone County,19,015
 Iowa,IA,Buchanan County,19,019
 Iowa,IA,Butler County,19,023
 Iowa,IA,Calhoun County,19,025
 Iowa,IA,Cass County,19,029
 Iowa,IA,Cedar County,19,031
 Iowa,IA,Cherokee County,19,035
 Iowa,IA,Chickasaw County,19,037
 Iowa,IA,Clay County,19,041
 Iowa,IA,Clinton County,19,045
 Iowa,IA,Crawford County,19,047
 Iowa,IA,Davis County,19,051
 Iowa,IA,Decatur County,19,053
 Iowa,IA,Des Moines County,19,057
 Iowa,IA,Dickinson County,19,059
 Iowa,IA,Dubuque County,19,061
 Iowa,IA,Emmet County,19,063
 Iowa,IA,Fayette County,19,065
 Iowa,IA,Floyd County,19,067
 Iowa,IA,Franklin County,19,069
 Iowa,IA,Fremont County,19,071
 Iowa,IA,Greene County,19,073
 Iowa,IA,Grundy County,19,075
 Iowa,IA,Guthrie County,19,077
 Iowa,IA,Hamilton County,19,079
 Iowa,IA,Hancock County,19,081
 Iowa,IA,Hardin County,19,083
 Iowa,IA,Harrison County,19,085
 Iowa,IA,Henry County,19,087
 Iowa,IA,Howard County,19,089
 Iowa,IA,Humboldt County,19,091
 Iowa,IA,Ida County,19,093
 Iowa,IA,Iowa County,19,095
 Iowa,IA,Jackson County,19,097
 Iowa,IA,Jefferson County,19,101
 Iowa,IA,Johnson County,19,103
 Iowa,IA,Keokuk County,19,107
 Iowa,IA,Lee County,19,111
 Iowa,IA,Linn County,19,113
 Iowa,IA,Lucas County,19,117
 Iowa,IA,Lyon County,19,119
 Iowa,IA,Mahaska County,19,123
 Iowa,IA,Marshall County,19,127
 Iowa,IA,Mills County,19,129
 Iowa,IA,Monona County,19,133
 Iowa,IA,Monroe County,19,135
 Iowa,IA,Muscatine County,19,139
 Iowa,IA,Osceola County,19,143
 Iowa,IA,Page County,19,145
 Iowa,IA,Plymouth County,19,149
 Iowa,IA,Pocahontas County,19,151
 Iowa,IA,Pottawattamie County,19,155
 Iowa,IA,Ringgold County,19,159
 Iowa,IA,Sac County,19,161
 Iowa,IA,Shelby County,19,165
 Iowa,IA,Sioux County,19,167
 Iowa,IA,Tama County,19,171
 Iowa,IA,Union County,19,175
 Iowa,IA,Van Buren County,19,177
 Iowa,IA,Warren County,19,181
 Iowa,IA,Washington County,19,183
 Iowa,IA,Webster County,19,187
 Iowa,IA,Winneshiek County,19,191
 Iowa,IA,Woodbury County,19,193
 Iowa,IA,Wright County,19,197
 Iowa,IA,Adair County,19,001
 Iowa,IA,Appanoose County,19,007
 Iowa,IA,Benton County,19,011
 Iowa,IA,Bremer County,19,017
 Iowa,IA,Buena Vista County,19,021
 Iowa,IA,Carroll County,19,027
 Iowa,IA,Cerro Gordo County,19,033
 Iowa,IA,Clarke County,19,039
 Iowa,IA,Clayton County,19,043
 Iowa,IA,Dallas County,19,049
 Iowa,IA,Delaware County,19,055
 Iowa,IA,Jasper County,19,099
 Iowa,IA,Jones County,19,105
 Iowa,IA,Kossuth County,19,109
 Iowa,IA,Louisa County,19,115
 Iowa,IA,Madison County,19,121
 Iowa,IA,Marion County,19,125
 Iowa,IA,Mitchell County,19,131
 Iowa,IA,Montgomery County,19,137
 Iowa,IA,O'Brien County,19,141
 Iowa,IA,Palo Alto County,19,147
 Iowa,IA,Polk County,19,153
 Iowa,IA,Poweshiek County,19,157
 Iowa,IA,Scott County,19,163
 Iowa,IA,Story County,19,169
 Iowa,IA,Taylor County,19,173
 Iowa,IA,Wapello County,19,179
 Iowa,IA,Wayne County,19,185
 Iowa,IA,Winnebago County,19,189
 Iowa,IA,Worth County,19,195
 Iowa,IA,Adair County,19,001
 Iowa,IA,Adams County,19,003
 Iowa,IA,Allamakee County,19,005
 Iowa,IA,Appanoose County,19,007
 Iowa,IA,Audubon County,19,009
 Iowa,IA,Benton County,19,011
 Iowa,IA,Black Hawk County,19,013
 Iowa,IA,Boone County,19,015
 Iowa,IA,Bremer County,19,017
 Iowa,IA,Buchanan County,19,019
 Iowa,IA,Buena Vista County,19,021
 Iowa,IA,Butler County,19,023
 Iowa,IA,Calhoun County,19,025
 Iowa,IA,Carroll County,19,027
 Iowa,IA,Cass County,19,029
 Iowa,IA,Cedar County,19,031
 Iowa,IA,Cerro Gordo County,19,033
 Iowa,IA,Cherokee County,19,035
 Iowa,IA,Chickasaw County,19,037
 Iowa,IA,Clarke County,19,039
 Iowa,IA,Clay County,19,041
 Iowa,IA,Clayton County,19,043
 Iowa,IA,Clinton County,19,045
 Iowa,IA,Crawford County,19,047
 Iowa,IA,Dallas County,19,049
 Iowa,IA,Davis County,19,051
 Iowa,IA,Decatur County,19,053
 Iowa,IA,Delaware County,19,055
 Iowa,IA,Des Moines County,19,057
 Iowa,IA,Dickinson County,19,059
 Iowa,IA,Dubuque County,19,061
 Iowa,IA,Emmet County,19,063
 Iowa,IA,Fayette County,19,065
 Iowa,IA,Floyd County,19,067
 Iowa,IA,Franklin County,19,069
 Iowa,IA,Fremont County,19,071
 Iowa,IA,Greene County,19,073
 Iowa,IA,Grundy County,19,075
 Iowa,IA,Guthrie County,19,077
 Iowa,IA,Hamilton County,19,079
 Iowa,IA,Hancock County,19,081
 Iowa,IA,Hardin County,19,083
 Iowa,IA,Harrison County,19,085
 Iowa,IA,Henry County,19,087
 Iowa,IA,Howard County,19,089
 Iowa,IA,Humboldt County,19,091
 Iowa,IA,Ida County,19,093
 Iowa,IA,Iowa County,19,095
 Iowa,IA,Jackson County,19,097
 Iowa,IA,Jasper County,19,099
 Iowa,IA,Jefferson County,19,101
 Iowa,IA,Johnson County,19,103
 Iowa,IA,Jones County,19,105
 Iowa,IA,Keokuk County,19,107
 Iowa,IA,Kossuth County,19,109
 Iowa,IA,Lee County,19,111
 Iowa,IA,Linn County,19,113
 Iowa,IA,Louisa County,19,115
 Iowa,IA,Lucas County,19,117
 Iowa,IA,Lyon County,19,119
 Iowa,IA,Madison County,19,121
 Iowa,IA,Mahaska County,19,123
 Iowa,IA,Marion County,19,125
 Iowa,IA,Marshall County,19,127
 Iowa,IA,Mills County,19,129
 Iowa,IA,Mitchell County,19,131
 Iowa,IA,Monona County,19,133
 Iowa,IA,Monroe County,19,135
 Iowa,IA,Montgomery County,19,137
 Iowa,IA,Muscatine County,19,139
 Iowa,IA,O'Brien County,19,141
 Iowa,IA,Osceola County,19,143
 Iowa,IA,Page County,19,145
 Iowa,IA,Palo Alto County,19,147
 Iowa,IA,Plymouth County,19,149
 Iowa,IA,Pocahontas County,19,151
 Iowa,IA,Polk County,19,153
 Iowa,IA,Pottawattamie County,19,155
 Iowa,IA,Poweshiek County,19,157
 Iowa,IA,Ringgold County,19,159
 Iowa,IA,Sac County,19,161
 Iowa,IA,Scott County,19,163
 Iowa,IA,Shelby County,19,165
 Iowa,IA,Sioux County,19,167
 Iowa,IA,Story County,19,169
 Iowa,IA,Tama County,19,171
 Iowa,IA,Taylor County,19,173
 Iowa,IA,Union County,19,175
 Iowa,IA,Van Buren County,19,177
 Iowa,IA,Wapello County,19,179
 Iowa,IA,Warren County,19,181
 Iowa,IA,Washington County,19,183
 Iowa,IA,Wayne County,19,185
 Iowa,IA,Webster County,19,187
 Iowa,IA,Winnebago County,19,189
 Iowa,IA,Winneshiek County,19,191
 Iowa,IA,Woodbury County,19,193
 Iowa,IA,Worth County,19,195
 Iowa,IA,Wright County,19,197
 Iowa,IA,Adair County,19,001
 Iowa,IA,Adams County,19,003
 Iowa,IA,Allamakee County,19,005
 Iowa,IA,Appanoose County,19,007
 Iowa,IA,Audubon County,19,009
 Iowa,IA,Benton County,19,011
 Iowa,IA,Black Hawk County,19,013
 Iowa,IA,Boone County,19,015
 Iowa,IA,Bremer County,19,017
 Iowa,IA,Buchanan County,19,019
 Iowa,IA,Buena Vista County,19,021
 Iowa,IA,Butler County,19,023
 Iowa,IA,Calhoun County,19,025
 Iowa,IA,Carroll County,19,027
 Iowa,IA,Cass County,19,029
 Iowa,IA,Cedar County,19,031
 Iowa,IA,Cerro Gordo County,19,033
 Iowa,IA,Cherokee County,19,035
 Iowa,IA,Chickasaw County,19,037
 Iowa,IA,Clarke County,19,039
 Iowa,IA,Clay County,19,041
 Iowa,IA,Clayton County,19,043
 Iowa,IA,Clinton County,19,045
 Iowa,IA,Crawford County,19,047
 Iowa,IA,Dallas County,19,049
 Iowa,IA,Davis County,19,051
 Iowa,IA,Decatur County,19,053
 Iowa,IA,Delaware County,19,055
 Iowa,IA,Des Moines County,19,057
 Iowa,IA,Dickinson County,19,059
 Iowa,IA,Dubuque County,19,061
 Iowa,IA,Emmet County,19,063
 Iowa,IA,Fayette County,19,065
 Iowa,IA,Floyd County,19,067
 Iowa,IA,Franklin County,19,069
 Iowa,IA,Fremont County,19,071
 Iowa,IA,Greene County,19,073
 Iowa,IA,Grundy County,19,075
 Iowa,IA,Guthrie County,19,077
 Iowa,IA,Hamilton County,19,079
 Iowa,IA,Hancock County,19,081
 Iowa,IA,Hardin County,19,083
